index,label
1661,metal_nut-bent
1662,capsule-good
1663,transistor-good
1664,screw-good
1665,zipper-good
1666,grid-glue
1667,toothbrush-good
1668,screw-good
1669,tile-good
1670,tile-oil
1671,hazelnut-good
1672,screw-good
1673,toothbrush-good
1674,cable-good
1675,bottle-good
1676,bottle-good
1677,metal_nut-scratch
1678,transistor-good
1679,zipper-good
1680,bottle-good
1681,capsule-good
1682,transistor-good
1683,screw-good
1684,metal_nut-good
1685,cable-good
1686,capsule-good
1687,capsule-good
1688,carpet-color
1689,pill-good
1690,screw-good
1691,capsule-good
1692,transistor-good
1693,metal_nut-good
1694,grid-good
1695,cable-good
1696,cable-good
1697,cable-good
1698,bottle-good
1699,screw-good
1700,toothbrush-good
1701,carpet-cut
1702,toothbrush-good
1703,carpet-thread
1704,leather-good
1705,capsule-good
1706,screw-good
1707,cable-good
1708,toothbrush-good
1709,bottle-good
1710,leather-poke
1711,screw-good
1712,carpet-cut
1713,bottle-good
1714,cable-good
1715,carpet-color
1716,screw-good
1717,leather-cut
1718,cable-good
1719,grid-glue
1720,tile-good
1721,hazelnut-good
1722,hazelnut-good
1723,metal_nut-scratch
1724,transistor-good
1725,transistor-good
1726,cable-good
1727,grid-good
1728,leather-poke
1729,transistor-good
1730,leather-cut
1731,hazelnut-good
1732,metal_nut-good
1733,hazelnut-print
1734,cable-good
1735,screw-good
1736,metal_nut-flip
1737,transistor-good
1738,zipper-good
1739,leather-fold
1740,hazelnut-cut
1741,grid-good
1742,pill-good
1743,capsule-good
1744,carpet-cut
1745,toothbrush-good
1746,carpet-color
1747,capsule-good
1748,carpet-color
1749,wood-good
1750,carpet-good
1751,bottle-contamination
1752,cable-good
1753,hazelnut-good
1754,hazelnut-cut
1755,carpet-color
1756,screw-good
1757,cable-good
1758,tile-good
1759,zipper-good
1760,wood-good
1761,pill-good
1762,tile-good
1763,capsule-good
1764,grid-good
1765,screw-good
1766,bottle-good
1767,transistor-good
1768,toothbrush-good
1769,zipper-good
1770,carpet-color
1771,wood-good
1772,capsule-good
1773,screw-good
1774,cable-good
1775,metal_nut-good
1776,capsule-good
1777,transistor-good
1778,bottle-good
1779,capsule-good
1780,screw-good
1781,pill-good
1782,carpet-cut
1783,cable-good
1784,screw-good
1785,pill-good
1786,zipper-good
1787,hazelnut-good
1788,pill-good
1789,bottle-good
1790,toothbrush-good
1791,zipper-good
1792,capsule-good
1793,zipper-good
1794,capsule-good
1795,screw-good
1796,toothbrush-good
1797,cable-good
1798,grid-good
1799,zipper-good
1800,cable-good
1801,bottle-good
1802,pill-good
1803,screw-good
1804,zipper-good
1805,screw-good
1806,grid-good
1807,metal_nut-scratch
1808,leather-good
1809,zipper-good
1810,zipper-good
1811,zipper-good
1812,tile-good
1813,tile-good
1814,carpet-cut
1815,tile-good
1816,pill-good
1817,carpet-color
1818,zipper-good
1819,tile-good
1820,toothbrush-good
1821,cable-good
1822,metal_nut-bent
1823,leather-color
1824,tile-oil
1825,bottle-good
1826,hazelnut-cut
1827,grid-good
1828,zipper-good
1829,tile-oil
1830,zipper-good
1831,carpet-color
1832,pill-good
1833,carpet-cut
1834,carpet-color
1835,screw-good
1836,metal_nut-good
1837,cable-cable_swap
1838,grid-good
1839,cable-good
1840,pill-good
1841,metal_nut-good
1842,pill-good
1843,transistor-good
1844,screw-good
1845,screw-good
1846,leather-cut
1847,pill-good
1848,pill-good
1849,zipper-good
1850,transistor-good
1851,zipper-good
1852,zipper-good
1853,cable-good
1854,toothbrush-good
1855,wood-good
1856,pill-good
1857,capsule-good
1858,wood-good
1859,cable-cut_outer_insulation
1860,grid-good
1861,screw-good
1862,grid-good
1863,carpet-color
1864,zipper-good
1865,zipper-good
1866,carpet-color
1867,hazelnut-print
1868,carpet-color
1869,carpet-color
1870,capsule-good
1871,zipper-good
1872,leather-poke
1873,carpet-cut
1874,carpet-color
1875,screw-good
1876,cable-good
1877,wood-good
1878,leather-poke
1879,tile-glue_strip
1880,capsule-good
1881,capsule-good
1882,screw-good
1883,zipper-good
1884,zipper-good
1885,cable-good
1886,screw-good
1887,toothbrush-good
1888,tile-good
1889,capsule-good
1890,capsule-good
1891,leather-good
1892,grid-good
1893,cable-good
1894,tile-glue_strip
1895,leather-color
1896,transistor-good
1897,carpet-color
1898,wood-good
1899,grid-good
1900,pill-good
1901,transistor-good
1902,hazelnut-good
1903,transistor-good
1904,cable-good
1905,screw-good
1906,transistor-good
1907,tile-good
1908,bottle-good
1909,pill-good
1910,zipper-good
1911,tile-good
1912,wood-good
1913,hazelnut-good
1914,metal_nut-good
1915,toothbrush-good
1916,screw-good
1917,leather-poke
1918,zipper-good
1919,toothbrush-good
1920,cable-good
1921,metal_nut-scratch
1922,capsule-good
1923,wood-combined
1924,cable-good
1925,grid-glue
1926,leather-fold
1927,pill-good
1928,bottle-good
1929,screw-good
1930,transistor-good
1931,metal_nut-scratch
1932,cable-good
1933,carpet-color
1934,metal_nut-bent
1935,wood-good
1936,pill-good
1937,tile-good
1938,leather-poke
1939,bottle-good
1940,hazelnut-good
1941,leather-color
1942,wood-good
1943,grid-good
1944,cable-good
1945,screw-good
1946,pill-good
1947,metal_nut-good
1948,leather-glue
1949,capsule-good
1950,cable-good
1951,tile-good
1952,toothbrush-good
1953,zipper-good
1954,toothbrush-good
1955,screw-good
1956,pill-good
1957,pill-good
1958,metal_nut-scratch
1959,hazelnut-good
1960,carpet-color
1961,wood-good
1962,leather-good
1963,wood-good
1964,screw-good
1965,wood-good
1966,zipper-good
1967,bottle-good
1968,cable-bent_wire
1969,grid-good
1970,transistor-good
1971,leather-poke
1972,tile-good
1973,leather-poke
1974,pill-good
1975,tile-good
1976,cable-good
1977,hazelnut-good
1978,wood-good
1979,metal_nut-bent
1980,zipper-good
1981,metal_nut-flip
1982,pill-good
1983,tile-good
1984,hazelnut-good
1985,leather-good
1986,pill-good
1987,metal_nut-good
1988,cable-good
1989,carpet-color
1990,zipper-good
1991,cable-good
1992,cable-good
1993,transistor-good
1994,bottle-good
1995,capsule-good
1996,carpet-cut
1997,tile-rough
1998,zipper-good
1999,screw-good
2000,screw-good
2001,bottle-contamination
2002,carpet-cut
2003,bottle-good
2004,pill-good
2005,screw-good
2006,cable-good
2007,zipper-good
2008,zipper-good
2009,grid-good
2010,bottle-good
2011,metal_nut-scratch
2012,metal_nut-bent
2013,carpet-color
2014,capsule-good
2015,screw-good
2016,metal_nut-scratch
2017,screw-good
2018,wood-good
2019,carpet-color
2020,hazelnut-hole
2021,transistor-good
2022,zipper-good
2023,hazelnut-good
2024,capsule-good
2025,transistor-misplaced
2026,capsule-good
2027,capsule-good
2028,wood-good
2029,leather-poke
2030,grid-good
2031,zipper-good
2032,screw-good
2033,metal_nut-flip
2034,screw-good
2035,cable-good
2036,hazelnut-good
2037,metal_nut-good
2038,tile-good
2039,grid-good
2040,carpet-color
2041,metal_nut-scratch
2042,screw-good
2043,tile-good
2044,pill-good
2045,screw-good
2046,grid-good
2047,cable-good
2048,cable-good
2049,pill-good
2050,capsule-good
2051,leather-good
2052,zipper-good
2053,transistor-good
2054,screw-good
2055,zipper-good
2056,cable-good
2057,zipper-good
2058,tile-glue_strip
2059,leather-color
2060,grid-good
2061,transistor-good
2062,metal_nut-good
2063,leather-color
2064,metal_nut-bent
2065,zipper-good
2066,capsule-good
2067,hazelnut-good
2068,grid-good
2069,pill-good
2070,zipper-good
2071,zipper-good
2072,bottle-good
2073,carpet-color
2074,screw-good
2075,carpet-cut
2076,capsule-good
2077,screw-good
2078,pill-good
2079,grid-good
2080,cable-good
2081,grid-good
2082,bottle-good
2083,pill-good
2084,hazelnut-good
2085,zipper-good
2086,transistor-good
2087,hazelnut-good
2088,screw-good
2089,capsule-good
2090,capsule-good
2091,carpet-color
2092,pill-good
2093,tile-good
2094,cable-good
2095,pill-good
2096,transistor-good
2097,pill-good
2098,metal_nut-bent
2099,pill-good
2100,tile-good
2101,cable-good
2102,screw-good
2103,transistor-good
2104,cable-bent_wire
2105,capsule-good
2106,metal_nut-good
2107,leather-color
2108,metal_nut-good
2109,hazelnut-good
2110,carpet-color
2111,cable-bent_wire
2112,pill-good
2113,zipper-good
2114,leather-color
2115,screw-good
2116,capsule-good
2117,screw-good
2118,cable-good
2119,pill-good
2120,screw-good
2121,transistor-good
2122,hazelnut-print
2123,tile-good
2124,wood-good
2125,capsule-good
2126,bottle-good
2127,screw-good
2128,wood-good
2129,tile-good
2130,grid-good
2131,pill-good
2132,grid-good
2133,grid-thread
2134,metal_nut-scratch
2135,grid-good
2136,carpet-color
2137,toothbrush-good
2138,pill-good
2139,wood-good
2140,zipper-good
2141,leather-poke
2142,toothbrush-good
2143,toothbrush-good
2144,tile-good
2145,metal_nut-scratch
2146,cable-good
2147,grid-good
2148,cable-good
2149,tile-good
2150,screw-good
2151,grid-good
2152,cable-good
2153,zipper-good
